ID,Speaker,HeadProfile,CharLeft,CharMid,CharRight,Text,Background,BGM,Voice,Command,Note
1060,小妍,,,小妍_doubt,,那你不痛吗...,,,,,
1061,Me,,,,,嗯......现在回味过来好像确实有点...,,,,,
1062,Me,,,,,呃啊啊啊，好痛！,,,,,
1063,hide,,,,,黑猫被惊醒，跳了下去，绕着她蹭了几圈然后跑开了,,,,,
1064,护士,,,护士_angry,,不可以在走廊上跑哦~先生,,,,,
1065,Me,,,,,看来得额外花几天恢复了...,,,,,
1066,hide,,,,,......,医院晚,,,,
1067,hide,,,,,......,医院早,,,,
1068,hide,,,护士_normal,,护士小姐说，小妍的身体状况奇迹一般地改变了,病房,,,,
1069,hide,,,,,虽然变了哪没有说，但从她的语气来看，不是一件坏事,,,,,
1070,hide,,,,,感觉以后再也遇不到所谓的神明了,城市公园,日常,,,
1071,hide,,,神_normal,,嗯对，就是长这样的,,,,,
1072,hide,,,神_love,,捏嘿~,,,,,
1073,Me,,,,,我靠你不是似了吗！？,,,,,
1074,神,,,,,对于伟大的Me来说，Win一个复活赛就不是Problem！,,,,,
1075,Me,,,,,把我的深沉还回来...,,,,,
1076,神,,,神_normal,,Me现在之所以还能存在，就是因为还有You这个信徒,,,,,
1077,神,,,神_love,,真是不坦诚的Boy，Me都想好好奖励You了,,,,,
1078,Me,,,,,打住，你可以消失了...,,,,,
1079,Me,,,,,几天过去了，我的手脚可谓是回到满电状态了,,,,,
1080,Me,,,,,今天就是出院的日子，得跟大家告别一下了,医院,,,,
1081,小妍,,,小妍_normal,,你要走了吗？,,,,,
1082,Me,,,,,我当然要走，不过我还会回来看你的，朋友,,,,,
1083,小妍,,,小妍_doubt,,哼~我才不稀罕,,,,,
1084,Me,,,,,是吗，但是身体是我的，我想来看就能看,,,,,
1085,小妍,,,小妍_smile,,......拜拜,,,快点收尾,,
1086,Me,,,,,再见！,,,,,
1087,hide,,,,,......,black,,,,
1088,hide,,,,,两个月后，我得知了小妍出院的消息,家,,,,
1089,hide,,,,,她很快也会恢复到学业当中吧,,,,,
1090,hide,,,,,希望她能够自信，勇敢追逐梦想吧,,,,,
1091,hide,,,,,而我这个社畜也要在职业上持续打拼了,,,,,
1092,hide,,,,,......,,,,,
1093,hide,,,,,达成结局三,black,,,,
1094,hide,,,,,,,,,choice(返回主界面|loadscene(VNMainMenu)),
1095,,,,,,,,,,,
1096,,,,,,,,,,,
1097,,,,,,,,,,,
1098,,,,,,,,,,,
1099,,,,,,,,,,,
1100,,,,,,,,,,,
1101,,,,,,,,,,,
1102,,,,,,,,,,,
1103,,,,,,,,,,,
1104,,,,,,,,,,,
